adress,"size, micrometer"
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 1.lsm,0.2749455358759464
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 2.lsm,0.2749455358759464
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 3.lsm,0.2749455358759464
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 5.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 7.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\2\T2D30 8.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\3_(280622)cтранные\islet 1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\3_(280622)cтранные\Islet 2.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\3_(280622)cтранные\islet 3.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\3_(280622)cтранные\islet 4.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 01.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 02.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 03 2 ac.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 04 2 ducts.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 05.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 06.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 07.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 08.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 09.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 11.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 12.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 13.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\4_(280622)\islet 14 2 ac.lsm,0.32188013677500055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_(280622)\islet 1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_(280622)\islet 2.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_(280622)\islet 3.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_очень_маленькие\1.lsm,0.29300339042308116
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_очень_маленькие\10 islet.lsm,0.2749455358759467
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_очень_маленькие\3 islet.lsm,0.2749455358759467
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\30_days\6_очень_маленькие\7 islet.lsm,0.2749455358759467
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\Islet 1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 12.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 14.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 15.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 2 glu duct 1 4 times.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 3.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 7.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 8.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islet 9.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islets 10 and 11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\1 (2017)\islets 3 and 4.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\10 2 ШТ\islet 1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\10 2 ШТ\islet 4.lsm,0.2737522261884671
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\10 2 ШТ\islets 2 and 3.lsm,0.29300339042308055
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 2.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 3.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 4.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 5.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 7.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 8.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\5\islet 9.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\10.lsm,0.32188013677500077
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\16.lsm,0.26412664407116193
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\21.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\24.lsm,0.33631850995096
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\26.lsm,0.33631850995096
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\29.lsm,0.33631850995096
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\30.lsm,0.33631850995096
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\5.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\12.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\14.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\19.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\20.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\21.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 (2017) with DAPI\Mask\7.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\12.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\14.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\19.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\20.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\21.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\7.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\6 )2-17) Middle with DAPI\9.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\8 (2017) with DAPI\1.lsm,0.33631850995096
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\8 (2017) with DAPI\10.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\8 (2017) with DAPI\3.lsm,0.29300339042308116
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\8 (2017) with DAPI\5.lsm,0.28819059936442853
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\60_days\8 (2017) with DAPI\8.lsm,0.28819059936442853
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\1 ac ins.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\1 acin ins.lsm,0.3459440920682663
"C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\2 ac ins, 3 ac ins.lsm",0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\2 ac ins.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\2 duct ins.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\3 ac ins 2 ac ins.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\Islet 1.lsm,0.2833778083057742
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\islet 4 and 5.lsm,0.3315057188923062
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\islet 9.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\islets 10-11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\islets 2-3 2 duct ins.lsm,0.3315057188923062
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\5 (280622)\islets 7-8.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _2.lsm,0.2159987334846293
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _3.lsm,0.14389897843848948
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _4lsm.lsm,0.17839448564357283
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _5sm.lsm,0.2424575704530141
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _7m.lsm,0.23260171125156243
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2\int - 2 _8m.lsm,0.14389897843848917
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islet 1.lsm,0.24606878952402628
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islet 14 1 ac.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islet 15.lsm,0.23524989771924473
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islets 10-11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islets 12-13.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islets 4 4 ac 4ac.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 (280622)\islets 8-9 5ac.lsm,0.30262897254038706
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 10.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 3.lsm,0.15343244972213763
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 5.lsm,0.1389940765461784
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 8.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 2 280622\Int 2 280622 9.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet 10.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet 13 3 ac 3ac.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet 4.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet 6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet 7.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet 9.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islet6 4 ac 4 ac.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islets 11 and 12 2 ac.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islets 14 and 15.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\Intact\Int 3 (280622)\islets 2 and 3.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\islet 11.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\Islet 5.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\islet 6.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\islet 7.lsm,0.3459440920682663
"C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\Islets 1-2, 3 ac ins.lsm",0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\islets 3-4.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\islets 6 and 8.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\1 (8112017)\islets 9-10.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\Image5 islet.lsm,0.24606878952402628
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\Image6i slet.lsm,0.24606878952402628
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\Image7i slet.lsm,0.24606878952402628
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\islet 1-2.lsm,0.2015603603086692
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\islet 2.lsm,0.19193477819136318
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\islets 2 and 3.lsm,0.13418128548752428
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\11\islets 4 and 5.lsm,0.21599873348462958
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\13\1 islet.lsm,0.2689394351298148
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\13\islet 4.lsm,0.23043710666058842
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\13\islet 5.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\13\islets 2 and 3.lsm,0.29781618148173367
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\Image2.lsm,0.24125599265153277
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\Image6.lsm,0.24125599265153277
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\Image7.lsm,0.24125599265153277
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 1.lsm,0.23524989771924337
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 2 insulin.lsm,0.1389940765461762
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 3.lsm,0.17268361395675003
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 4.lsm,0.16787082289809885
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 6.lsm,0.2208115245432828
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 7.lsm,0.17268361395675008
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 8.lsm,0.11974291231156359
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\14\islet 9.lsm,0.17749640501540256
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\18\islet 1.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\18\islet 2.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\18\islet 3.lsm,0.3459440920682663
C:\Users\Arteys\Desktop\Anya_work\Insulin_Alexa_488_Glucagon_TexasRed\STZ-AFG\18\islet 4.lsm,0.3459440920682663
